https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume USDT,tradecount
1611360000000,2021-01-23 00:00:00,NEO/USDT,23.43500000,25.43000000,23.02500000,24.42500000,1594383.34900000,38897839.21787200,73042
1611273600000,2021-01-22 00:00:00,NEO/USDT,22.10300000,24.51800000,20.77000000,23.46900000,1718725.20300000,39496463.09995200,81827
1611187200000,2021-01-21 00:00:00,NEO/USDT,26.08000000,26.24000000,21.96400000,22.09600000,1958407.45700000,46451881.05929600,108654
1611100800000,2021-01-20 00:00:00,NEO/USDT,26.26800000,26.82000000,23.81100000,26.07200000,2245161.95700000,56704610.85649500,123501
1611014400000,2021-01-19 00:00:00,NEO/USDT,27.08300000,28.86800000,26.22200000,26.27300000,2500772.97100000,68097654.31962400,154177
1610928000000,2021-01-18 00:00:00,NEO/USDT,23.83100000,28.34900000,23.04300000,27.05500000,3720730.13600000,98149317.42311000,179670
1610841600000,2021-01-17 00:00:00,NEO/USDT,23.60500000,24.70000000,22.20400000,23.84100000,1457405.58600000,33989538.20122400,68127
1610755200000,2021-01-16 00:00:00,NEO/USDT,23.42600000,24.55000000,22.80200000,23.58000000,1747739.78200000,41734937.62078300,82725
1610668800000,2021-01-15 00:00:00,NEO/USDT,23.10400000,25.48600000,21.50000000,23.49300000,3099708.46600000,73590842.60495200,146077
1610582400000,2021-01-14 00:00:00,NEO/USDT,23.20700000,23.97000000,22.10800000,23.10400000,1567905.67700000,35940987.61548500,71663
1610496000000,2021-01-13 00:00:00,NEO/USDT,22.16500000,24.00000000,20.70000000,23.22900000,1901747.51800000,42042070.30425500,95243
1610409600000,2021-01-12 00:00:00,NEO/USDT,23.66600000,24.69400000,21.50000000,22.14800000,2471050.88900000,56583251.62404500,107833
1610323200000,2021-01-11 00:00:00,NEO/USDT,24.90600000,26.71500000,20.20000000,23.65800000,7997726.30700000,182757732.26480100,339282
1610236800000,2021-01-10 00:00:00,NEO/USDT,21.35000000,26.61000000,20.20100000,24.92100000,5397520.94300000,123409533.97582300,226070
1610150400000,2021-01-09 00:00:00,NEO/USDT,19.74400000,21.67500000,19.00000000,21.33800000,2236328.50700000,45981153.35323700,87142
1610064000000,2021-01-08 00:00:00,NEO/USDT,20.90600000,21.50000000,18.52400000,19.72400000,2417082.73500000,48451600.44500400,105973
1609977600000,2021-01-07 00:00:00,NEO/USDT,19.55200000,22.88000000,18.70000000,20.88900000,4229907.79200000,88026710.79308000,190898
1609891200000,2021-01-06 00:00:00,NEO/USDT,16.87200000,20.65000000,16.52600000,19.53500000,3365659.53900000,62665638.88318600,134511
1609804800000,2021-01-05 00:00:00,NEO/USDT,16.35300000,17.31900000,15.40000000,16.86800000,1787942.79200000,29533826.99747400,69261
1609718400000,2021-01-04 00:00:00,NEO/USDT,16.02400000,17.73600000,14.57000000,16.37200000,2317015.70000000,37654709.16238300,101237
1609632000000,2021-01-03 00:00:00,NEO/USDT,14.42200000,16.33300000,14.00000000,16.02400000,1998180.26600000,30370571.61828700,79395
1609545600000,2021-01-02 00:00:00,NEO/USDT,14.45900000,14.79900000,14.08100000,14.42600000,746152.93700000,10785489.15807500,33301
1609459200000,2021-01-01 00:00:00,NEO/USDT,14.26200000,14.94800000,14.11800000,14.46100000,507187.68100000,7367253.17421900,23522
1609372800000,2020-12-31 00:00:00,NEO/USDT,14.72400000,14.73100000,13.94500000,14.25600000,430603.01100000,6179275.35585900,21811
1609286400000,2020-12-30 00:00:00,NEO/USDT,15.06500000,15.21900000,14.50200000,14.72200000,433452.60100000,6411504.36207300,23068
1609200000000,2020-12-29 00:00:00,NEO/USDT,15.62100000,15.94500000,14.40500000,15.05400000,926145.21900000,13869429.66640800,40673
1609113600000,2020-12-28 00:00:00,NEO/USDT,15.11900000,16.27400000,15.00000000,15.63000000,875918.69000000,13706125.42840800,39109
1609027200000,2020-12-27 00:00:00,NEO/USDT,14.97800000,15.95000000,14.07000000,15.11200000,1197262.78000000,18128746.11611300,50699
1608940800000,2020-12-26 00:00:00,NEO/USDT,15.17300000,15.70000000,14.24400000,14.98400000,861681.56200000,12786853.95153100,39713
1608854400000,2020-12-25 00:00:00,NEO/USDT,15.26300000,15.88800000,14.50700000,15.17300000,789360.30300000,12041351.53997100,35926
1608768000000,2020-12-24 00:00:00,NEO/USDT,13.45200000,15.30000000,13.06600000,15.26900000,1083876.94000000,15205065.08830100,55818
1608681600000,2020-12-23 00:00:00,NEO/USDT,16.51100000,16.63800000,12.21600000,13.45600000,1397498.27200000,20736248.27714800,68505
1608595200000,2020-12-22 00:00:00,NEO/USDT,16.52600000,16.92100000,15.75600000,16.51600000,601766.41800000,9880095.33562300,33950
1608508800000,2020-12-21 00:00:00,NEO/USDT,17.54000000,17.84200000,16.07000000,16.51400000,933078.23700000,15844729.93147000,48637
1608422400000,2020-12-20 00:00:00,NEO/USDT,17.84200000,18.49000000,17.00000000,17.54100000,797274.85300000,14291933.00697700,44333
1608336000000,2020-12-19 00:00:00,NEO/USDT,17.91000000,18.44400000,17.63000000,17.83500000,500480.47500000,9072340.17020500,27251
1608249600000,2020-12-18 00:00:00,NEO/USDT,17.76600000,18.32000000,17.34100000,17.91800000,577286.56100000,10323090.99272900,30845
1608163200000,2020-12-17 00:00:00,NEO/USDT,17.94300000,18.74900000,17.37700000,17.77300000,1216502.86900000,22099781.29630400,59746
1608076800000,2020-12-16 00:00:00,NEO/USDT,17.09900000,17.96600000,16.64100000,17.95200000,680260.18200000,11860563.10368200,37781
1607990400000,2020-12-15 00:00:00,NEO/USDT,17.39800000,17.55400000,16.71600000,17.10300000,473394.68300000,8107730.28691700,24998
1607904000000,2020-12-14 00:00:00,NEO/USDT,17.27100000,17.66100000,16.96400000,17.39800000,323675.46700000,5586925.97696600,18413
1607817600000,2020-12-13 00:00:00,NEO/USDT,16.47400000,17.73300000,16.38000000,17.26100000,594834.86200000,10263114.04413400,31053
1607731200000,2020-12-12 00:00:00,NEO/USDT,15.91800000,16.66000000,15.86600000,16.46300000,340269.21300000,5589811.64678600,19064
1607644800000,2020-12-11 00:00:00,NEO/USDT,16.24600000,16.32100000,15.50300000,15.89800000,426595.31200000,6762304.45882200,27232
1607558400000,2020-12-10 00:00:00,NEO/USDT,16.89200000,16.96500000,16.02000000,16.23800000,356264.07700000,5866273.93570300,21166
1607472000000,2020-12-09 00:00:00,NEO/USDT,16.44700000,17.03000000,15.64700000,16.89900000,667827.64400000,10953011.26425600,33022
1607385600000,2020-12-08 00:00:00,NEO/USDT,17.45000000,17.52300000,16.07500000,16.45600000,599020.29300000,10109846.89976300,28177
1607299200000,2020-12-07 00:00:00,NEO/USDT,17.90100000,17.92800000,17.23500000,17.44200000,330806.51200000,5825362.50532500,14404
1607212800000,2020-12-06 00:00:00,NEO/USDT,17.97500000,18.13900000,17.53100000,17.89000000,354925.73000000,6317597.39249700,16070
1607126400000,2020-12-05 00:00:00,NEO/USDT,17.29500000,17.99200000,17.01000000,17.97500000,356080.25100000,6316548.11176000,16667
1607040000000,2020-12-04 00:00:00,NEO/USDT,18.84400000,19.01200000,17.09100000,17.29800000,840181.06100000,15188311.44363100,40330
1606953600000,2020-12-03 00:00:00,NEO/USDT,18.01100000,19.20000000,17.85600000,18.85300000,947432.42500000,17552325.70472600,45791
1606867200000,2020-12-02 00:00:00,NEO/USDT,17.52000000,18.43900000,17.20800000,18.02600000,772171.62900000,13836181.72584300,38564
1606780800000,2020-12-01 00:00:00,NEO/USDT,18.58000000,19.32000000,17.00000000,17.53000000,1575122.63100000,28607843.45188200,70232
1606694400000,2020-11-30 00:00:00,NEO/USDT,17.69700000,18.77100000,17.32000000,18.57700000,1114885.09900000,20181943.00496500,46958
1606608000000,2020-11-29 00:00:00,NEO/USDT,17.52100000,17.99900000,16.87500000,17.68400000,828445.31300000,14472416.27733700,34086
1606521600000,2020-11-28 00:00:00,NEO/USDT,17.10700000,18.05000000,16.52300000,17.53300000,811904.99700000,14147233.44421000,36846
1606435200000,2020-11-27 00:00:00,NEO/USDT,17.18500000,17.63200000,16.21100000,17.12000000,906713.15100000,15313627.08985000,43426
1606348800000,2020-11-26 00:00:00,NEO/USDT,19.67900000,20.37800000,15.80900000,17.19200000,3183700.15100000,55075234.39386300,132228
1606262400000,2020-11-25 00:00:00,NEO/USDT,20.49900000,21.82900000,18.64800000,19.71100000,2685891.02600000,55022930.44449600,117124
1606176000000,2020-11-24 00:00:00,NEO/USDT,19.10000000,21.30000000,18.27100000,20.49900000,2941025.20200000,58357443.46560900,136446
1606089600000,2020-11-23 00:00:00,NEO/USDT,17.18700000,19.14300000,16.90700000,19.09300000,1448335.81300000,26294776.12477500,70387
1606003200000,2020-11-22 00:00:00,NEO/USDT,18.30300000,18.59800000,16.37700000,17.18000000,1360985.08700000,23740839.53338400,64146
1605916800000,2020-11-21 00:00:00,NEO/USDT,16.43600000,18.35000000,16.40900000,18.32000000,1547983.59100000,27229051.32831100,77464
1605830400000,2020-11-20 00:00:00,NEO/USDT,16.10000000,16.83400000,16.07600000,16.44400000,831601.11100000,13704464.19171400,43915
1605744000000,2020-11-19 00:00:00,NEO/USDT,15.72200000,16.27000000,15.39200000,16.09500000,474683.48700000,7524976.43574200,26794
1605657600000,2020-11-18 00:00:00,NEO/USDT,16.15000000,16.34900000,15.20000000,15.71800000,745015.38900000,11776085.77915200,37411
1605571200000,2020-11-17 00:00:00,NEO/USDT,15.72500000,16.66700000,15.65700000,16.15000000,907880.61400000,14754502.01435800,45110
1605484800000,2020-11-16 00:00:00,NEO/USDT,15.31700000,15.88700000,15.13900000,15.72000000,419532.81500000,6555570.22803400,21827
1605398400000,2020-11-15 00:00:00,NEO/USDT,15.68400000,15.95700000,14.98700000,15.31700000,507385.41000000,7877200.74430000,24052
1605312000000,2020-11-14 00:00:00,NEO/USDT,16.01600000,16.28000000,15.39000000,15.68400000,346307.81200000,5448773.45523100,17401
1605225600000,2020-11-13 00:00:00,NEO/USDT,15.44200000,16.15000000,15.34600000,16.00700000,446932.36200000,7052123.07006800,24764
1605139200000,2020-11-12 00:00:00,NEO/USDT,15.39800000,15.98800000,15.17900000,15.45600000,419161.78100000,6523542.23165100,22730
1605052800000,2020-11-11 00:00:00,NEO/USDT,15.59000000,15.98200000,15.38800000,15.39100000,390521.05600000,6117851.14608200,22734
1604966400000,2020-11-10 00:00:00,NEO/USDT,15.38600000,15.83900000,15.13800000,15.58500000,427628.25900000,6638452.50503500,22666
1604880000000,2020-11-09 00:00:00,NEO/USDT,15.43900000,15.58800000,14.81200000,15.37800000,551163.96500000,8381852.05001700,54845
1604793600000,2020-11-08 00:00:00,NEO/USDT,14.82300000,15.70000000,14.65000000,15.45000000,569881.28200000,8722611.84555500,59165
1604707200000,2020-11-07 00:00:00,NEO/USDT,15.71600000,16.64100000,14.53400000,14.81300000,1555065.04700000,24292153.07306800,89558
1604620800000,2020-11-06 00:00:00,NEO/USDT,14.40100000,16.00000000,14.33500000,15.71200000,1023297.29100000,15706083.17339700,69543
1604534400000,2020-11-05 00:00:00,NEO/USDT,14.05800000,14.64400000,13.81400000,14.40100000,740857.82600000,10566572.91296600,53348
1604448000000,2020-11-04 00:00:00,NEO/USDT,14.68800000,14.69700000,13.45700000,14.04900000,826887.89700000,11582515.39670800,52897
1604361600000,2020-11-03 00:00:00,NEO/USDT,15.22700000,15.49300000,14.11800000,14.67600000,664268.97000000,9757758.28818300,28032
1604275200000,2020-11-02 00:00:00,NEO/USDT,14.94900000,15.83000000,14.94500000,15.21500000,744506.87800000,11417709.41689700,47028
1604188800000,2020-11-01 00:00:00,NEO/USDT,14.71200000,15.04300000,14.54100000,14.94100000,279497.20800000,4130967.06129600,30303
1604102400000,2020-10-31 00:00:00,NEO/USDT,14.78700000,15.18600000,14.56000000,14.70200000,430595.93300000,6394117.62620800,43996
1604016000000,2020-10-30 00:00:00,NEO/USDT,15.28600000,15.49400000,13.97400000,14.78800000,652024.82800000,9493800.57339400,41038
1603929600000,2020-10-29 00:00:00,NEO/USDT,15.86900000,16.08300000,14.94500000,15.27600000,484396.14100000,7521813.32359000,30964
1603843200000,2020-10-28 00:00:00,NEO/USDT,16.99900000,17.13300000,15.70000000,15.87000000,601156.71000000,9793937.91588100,30480
1603756800000,2020-10-27 00:00:00,NEO/USDT,17.07800000,17.43700000,16.85300000,17.00700000,337381.97500000,5794252.36174000,18977
1603670400000,2020-10-26 00:00:00,NEO/USDT,17.85200000,18.14500000,16.60900000,17.08400000,413992.42800000,7165852.81912000,24572
1603584000000,2020-10-25 00:00:00,NEO/USDT,18.30400000,18.46100000,17.60300000,17.86500000,293708.58100000,5273158.51698100,17582
1603497600000,2020-10-24 00:00:00,NEO/USDT,18.12200000,18.46600000,17.96000000,18.31200000,244688.95800000,4450495.80297600,16366
1603411200000,2020-10-23 00:00:00,NEO/USDT,18.65400000,18.66000000,17.81400000,18.13600000,401195.86500000,7351018.31357200,23547
1603324800000,2020-10-22 00:00:00,NEO/USDT,18.32000000,19.17900000,18.24900000,18.65300000,544112.95200000,10193742.93670800,33712
1603238400000,2020-10-21 00:00:00,NEO/USDT,16.95400000,18.81600000,16.89600000,18.33200000,849989.24100000,15349791.97702700,53564
1603152000000,2020-10-20 00:00:00,NEO/USDT,17.57200000,18.03000000,16.87700000,16.94800000,771951.74500000,13581645.45254900,50228
1603065600000,2020-10-19 00:00:00,NEO/USDT,17.42600000,17.66600000,17.08300000,17.56900000,875396.17700000,15236132.60655100,99526
1602979200000,2020-10-18 00:00:00,NEO/USDT,17.19200000,18.11000000,17.15200000,17.42800000,541886.65000000,9481484.23328100,55883
1602892800000,2020-10-17 00:00:00,NEO/USDT,17.02100000,17.27800000,16.90700000,17.19100000,316563.54500000,5415359.92030300,38575
1602806400000,2020-10-16 00:00:00,NEO/USDT,17.23900000,17.32400000,16.69500000,17.02100000,453893.09000000,7709230.24050000,52043
1602720000000,2020-10-15 00:00:00,NEO/USDT,16.95700000,17.35600000,16.85000000,17.24000000,541376.63500000,9256605.11697600,58754
1602633600000,2020-10-14 00:00:00,NEO/USDT,17.58900000,17.77700000,16.79900000,16.95900000,688944.93600000,11896838.32745800,73767
1602547200000,2020-10-13 00:00:00,NEO/USDT,17.98200000,18.12900000,17.20000000,17.59100000,650443.55400000,11535527.42368000,67383
1602460800000,2020-10-12 00:00:00,NEO/USDT,17.78600000,18.50000000,17.42200000,17.98300000,764147.87000000,13784339.43683600,41521
1602374400000,2020-10-11 00:00:00,NEO/USDT,17.53200000,18.00700000,17.33100000,17.78700000,419301.40300000,7413096.01656600,28928
1602288000000,2020-10-10 00:00:00,NEO/USDT,17.39100000,18.33500000,17.36300000,17.53400000,662826.54800000,11862226.60824700,37738
1602201600000,2020-10-09 00:00:00,NEO/USDT,17.01200000,17.62400000,16.83400000,17.39000000,599629.37400000,10361725.16542100,28662
1602115200000,2020-10-08 00:00:00,NEO/USDT,16.76500000,17.28200000,16.10200000,17.01900000,707598.74900000,11829004.02104400,35249
1602028800000,2020-10-07 00:00:00,NEO/USDT,16.56000000,16.97600000,16.00000000,16.76400000,633652.30600000,10453683.63628000,30850
1601942400000,2020-10-06 00:00:00,NEO/USDT,17.67200000,17.78700000,16.37800000,16.56900000,1040141.65100000,17720168.52225600,56087
1601856000000,2020-10-05 00:00:00,NEO/USDT,18.11500000,18.26200000,17.50100000,17.66400000,592836.82900000,10587890.11384300,36994
1601769600000,2020-10-04 00:00:00,NEO/USDT,17.80600000,18.17500000,17.39700000,18.12500000,377074.04700000,6710882.29764600,21949
1601683200000,2020-10-03 00:00:00,NEO/USDT,18.10100000,18.29000000,17.69700000,17.80600000,389839.83300000,7013513.79780700,19339
1601596800000,2020-10-02 00:00:00,NEO/USDT,18.77800000,19.09600000,17.23500000,18.08900000,741400.94200000,13408535.16124400,32207
1601510400000,2020-10-01 00:00:00,NEO/USDT,19.10300000,20.36600000,18.14300000,18.78600000,1059234.82800000,20473290.39574500,49886
1601424000000,2020-09-30 00:00:00,NEO/USDT,19.67900000,20.20000000,18.72700000,19.07800000,1090627.64600000,20993960.20429100,47025
1601337600000,2020-09-29 00:00:00,NEO/USDT,20.12300000,20.32800000,19.01900000,19.69100000,871022.41400000,17164861.59482300,39177
1601251200000,2020-09-28 00:00:00,NEO/USDT,21.14700000,21.58200000,19.79200000,20.11000000,1374841.94500000,28110674.57843400,56964
1601164800000,2020-09-27 00:00:00,NEO/USDT,21.00000000,22.03000000,20.45900000,21.14700000,944074.67500000,19975618.12185200,48320
1601078400000,2020-09-26 00:00:00,NEO/USDT,21.32000000,22.48200000,20.50100000,21.00400000,1156657.06900000,24946810.57989100,59124
1600992000000,2020-09-25 00:00:00,NEO/USDT,21.82200000,23.19800000,20.82500000,21.31100000,2731507.30100000,60138977.59447900,117738
1600905600000,2020-09-24 00:00:00,NEO/USDT,19.67500000,22.02200000,19.34900000,21.81300000,1474635.72500000,30630055.90158800,67114
1600819200000,2020-09-23 00:00:00,NEO/USDT,20.19100000,21.83700000,18.76600000,19.68500000,2344128.21300000,48047128.70244300,101010
1600732800000,2020-09-22 00:00:00,NEO/USDT,20.11200000,20.71100000,18.60400000,20.20500000,1603517.31800000,31254811.78295000,69379
1600646400000,2020-09-21 00:00:00,NEO/USDT,23.60000000,24.42000000,19.43000000,20.11200000,2706347.15200000,57811859.35576300,116653
1600560000000,2020-09-20 00:00:00,NEO/USDT,24.50000000,25.60200000,22.77600000,23.57900000,1162067.35400000,28244949.65260400,70176
1600473600000,2020-09-19 00:00:00,NEO/USDT,25.30700000,25.32900000,23.60000000,24.50000000,738057.87400000,17873589.78741300,34822
1600387200000,2020-09-18 00:00:00,NEO/USDT,23.83800000,25.85900000,22.86900000,25.30700000,1643193.13400000,40689908.24265500,83014
1600300800000,2020-09-17 00:00:00,NEO/USDT,20.98000000,24.32000000,20.64200000,23.83300000,1670456.61000000,37986698.08134800,85361
1600214400000,2020-09-16 00:00:00,NEO/USDT,20.26300000,21.79900000,19.40900000,20.99700000,947308.54100000,19820255.07675300,54563
1600128000000,2020-09-15 00:00:00,NEO/USDT,22.01900000,22.49400000,20.10100000,20.27000000,1020793.04200000,21893035.22261800,54001
1600041600000,2020-09-14 00:00:00,NEO/USDT,20.33200000,22.53700000,19.50500000,22.01800000,1123797.10500000,23766751.74306900,61348
1599955200000,2020-09-13 00:00:00,NEO/USDT,21.71700000,22.04300000,19.24000000,20.33900000,1074863.18900000,22084793.11393800,58456
1599868800000,2020-09-12 00:00:00,NEO/USDT,20.31400000,21.80000000,19.71700000,21.72500000,1037780.96100000,21561481.91184300,66734
1599782400000,2020-09-11 00:00:00,NEO/USDT,18.46200000,20.60700000,18.10000000,20.31900000,1434744.69200000,27886081.87802400,65866
1599696000000,2020-09-10 00:00:00,NEO/USDT,17.26600000,18.64500000,17.26600000,18.46200000,574038.94100000,10295220.92993900,30020
1599609600000,2020-09-09 00:00:00,NEO/USDT,17.12100000,17.95000000,16.60900000,17.28200000,456944.17900000,7950375.38233200,21786
1599523200000,2020-09-08 00:00:00,NEO/USDT,18.23700000,18.65400000,16.50800000,17.12200000,875602.07500000,15352522.06027600,40791
1599436800000,2020-09-07 00:00:00,NEO/USDT,17.16700000,18.31600000,15.86700000,18.20400000,1145075.82800000,19294896.47897100,60243
1599350400000,2020-09-06 00:00:00,NEO/USDT,16.93900000,17.74500000,16.22100000,17.15600000,705606.10700000,12016564.50125600,41704
1599264000000,2020-09-05 00:00:00,NEO/USDT,18.89600000,19.35000000,16.25700000,16.96400000,1453733.95100000,25448633.06395400,78374
1599177600000,2020-09-04 00:00:00,NEO/USDT,17.70900000,19.79500000,17.16400000,18.90400000,1229546.89300000,22833142.47833000,68551
1599091200000,2020-09-03 00:00:00,NEO/USDT,20.32600000,20.64700000,17.03400000,17.72500000,1269445.98300000,24316765.64152400,71344
1599004800000,2020-09-02 00:00:00,NEO/USDT,21.50300000,21.72000000,19.33700000,20.33000000,1138657.51600000,23271187.45101400,63800
1598918400000,2020-09-01 00:00:00,NEO/USDT,20.43900000,22.49900000,20.13200000,21.51700000,1267078.49300000,26956100.86989900,70103
